lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WI07051&tabIndex=1,H0WI07051,"DUFFY, SEAN",H,WI,7,REP,INCUMBENT,PO BOX 538,,WAUSAU,WI,544020538,"$288,798.39","$20,071.00","$308,869.39",,"$195,750.00",,"$504,619.39",,,,,$813.96,,,$556.64,"$505,989.99","$110,559.02",,,,,,,"$9,800.00",,,"$9,800.00",,"$120,359.02","$974,828.97","$1,360,459.94","$494,819.39","$109,745.06",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC03077&tabIndex=1,H0SC03077,"DUNCAN, JEFFREY D MR.",H,SC,3,REP,INCUMBENT,PO BOX 845,,LAURENS,SC,293600845,"$2,000.00","$2,340.00","$4,340.00",,"$5,000.00",,"$9,340.00",,,,,$0.12,,,,"$9,340.12","$30,858.72",,,,,,,,,,,"$6,325.00","$37,183.72","$65,285.65","$37,442.05","$9,340.00","$30,858.60",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TN02069&tabIndex=1,H8TN02069,"DUNCAN, JOHN J REP. JR.",H,TN,2,REP,INCUMBENT,12103 BUTTERNUT CIRCLE,,KNOXVILLE,TN,37922,"$1,500.00",,"$1,500.00",,"$2,000.00",,"$3,500.00",,,,,,,,"$1,642.41","$5,142.41","$45,372.97",,,,,,,,,,,"$1,175.00","$46,547.97","$959,084.65","$917,679.09","$3,500.00","$45,372.97",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX06191&tabIndex=1,H8TX06191,"DUNCAN, JOHN WESLEY",H,TX,6,DEM,CHALLENGER,P.O. BOX 173173,,ARLINGTON,TX,76003,$750.00,"$1,630.02","$2,380.02",,,$125.00,"$2,505.02",,,,,,,,,"$2,505.02",$781.73,,,,,,,,,,,$147.83,$929.56,,"$1,575.46","$2,505.02",$781.73,,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL02208&tabIndex=1,H6FL02208,"DUNN, NEAL PATRICK MD, FACS",H,FL,2,REP,INCUMBENT,PO BOX 16088,,PANAMA CITY,FL,32406,"$30,665.86","$1,654.00","$32,319.86",,"$79,500.00",,"$111,819.86",,,,,"$2,536.64",,,,"$114,356.50","$47,893.55",,,,"$12,050.00",,"$12,050.00",,,,,,"$59,943.55","$12,922.95","$67,335.90","$111,819.86","$45,356.91","$340,039.80",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA34229&tabIndex=1,H6CA34229,"EDWARDS, ADRIENNE",H,CA,34,DEM,OPEN,P.O. BOX 811984,,LOS ANGELES ,CA,90081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$518.20,$518.20,,,"$2,865.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NH01152&tabIndex=1,H8NH01152,"EDWARDS, EDDIE",H,NH,1,REP,CHALLENGER,PO BOX 251,,DOVER,NH,3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH02116&tabIndex=1,H8OH02116,"EDWARDS, HAROLD JAMES III",H,OH,2,DEM,CHALLENGER,939 PARADROME STREET,APT. A,CINCINNATI,OH,45202,$692.26,$27.00,$719.26,,,,$719.26,,,,,,,,,$719.26,$693.65,,,,,,,,,,,,$693.65,,$25.61,$719.26,$693.65,,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA06328&tabIndex=1,H8GA06328,"EDWARDS, RAGIN",H,GA,6,DEM,OPEN,EAST COBB,,EAST COBB,GA,30062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MN05183&tabIndex=1,H6MN05183,"ELLISON, KEITH MAURICE",H,MN,5,DEM,INCUMBENT,PO BOX 6072,,MINNEAPOLIS,MN,55406,"$215,667.75","$508,483.12","$724,150.87",,"$27,000.00",,"$751,150.87","$165,600.00",,,,,,,"$7,459.09","$924,209.96","$43,020.03",,,,,,,"$16,256.50",,,"$16,256.50","$820,576.29","$879,852.82","$489,709.33","$534,066.47","$734,894.37","$43,020.03",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MN06087&tabIndex=1,H4MN06087,"EMMER, THOMAS EARL JR.",H,MN,6,REP,INCUMBENT,PO BOX 998,,ANOKA,MN,553030998,"$79,700.00","$17,747.48","$97,447.48",,"$116,500.00",,"$213,947.48","$44,025.60",,,,,,,,"$257,973.08","$109,108.43",,,$307.35,,,,$20.00,,,$20.00,"$9,070.00","$118,505.78","$137,564.83","$277,032.13","$213,927.48","$109,108.43",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY19058&tabIndex=1,H8NY19058,"ENGEL, ELIOT L.",H,NY,16,DEM,INCUMBENT,170 EAST POST ROAD,STE 207B,WHITE PLAINS,NY,106014974,"$55,550.00",$100.22,"$55,650.22",,"$43,500.00",,"$99,150.22",,,,,,,,,"$99,150.22","$90,879.66",,,,,,,,,,,"$29,250.00","$120,129.66","$701,455.00","$680,475.56","$99,150.22","$90,879.66",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX19103&tabIndex=1,H8TX19103,"EPSTEIN, DANIEL JACOB",H,TX,19,DEM,CHALLENGER,3813 35TH ST.,,LUBBOCK,TX,79413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA12098&tabIndex=1,H8CA12098,"ESHOO, ANNA G.",H,CA,18,DEM,INCUMBENT,"555 CAPITOL MALL, SUITE 1425",,SACRAMENTO,CA,95814,"$9,000.00",$402.98,"$9,402.98",,"$56,000.00",,"$65,402.98",,,,,"$5,250.03",,,$15.26,"$70,668.27","$84,879.56",,,,,,,,,,,"$41,893.86","$126,773.42","$402,468.17","$346,363.02","$65,402.98","$79,629.53","$2,476.53",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY13096&tabIndex=1,H2NY13096,"ESPAILLAT, ADRIANO",H,NY,13,DEM,INCUMBENT,62 PARK TERRACE WEST #AB7,,NEW YORK,NY,10034,"$46,325.00","$3,698.50","$50,023.50",,"$10,200.00",,"$60,223.50",,,,,,,,,"$60,223.50","$34,091.85",,,,,,,$250.00,,,$250.00,,"$34,341.85","$114,949.83","$140,831.48","$59,973.50","$34,091.85","$72,307.10",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS04112&tabIndex=1,H8KS04112,"ESTES, RON",H,KS,4,REP,OPEN,P.O. BOX 782952,,WICHITA,KS,67278,"$234,203.09",,"$234,203.09",,"$138,000.00",,"$372,203.09","$29,351.57",,,,,,,,"$401,554.66","$283,129.16",,,,,,,,,,,,"$283,129.16",,"$118,425.50","$372,203.09","$283,129.16",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT05131&tabIndex=1,H2CT05131,"ESTY, ELIZABETH",H,CT,5,DEM,INCUMBENT,213 PRESTON TER,,CHESHIRE,CT,6410,"$158,549.76","$24,822.27","$183,372.03",$276.89,"$93,540.00",,"$277,188.92",,,,,$264.58,,,$37.04,"$277,490.54","$51,007.58",,,,,,,"$7,036.00",,,"$7,036.00",,"$58,043.58","$589,108.47","$808,555.43","$270,152.92","$50,743.00","$3,650.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA02171&tabIndex=1,H6PA02171,"EVANS, DWIGHT",H,PA,2,DEM,INCUMBENT,PO BOX 6578,,PHILADELPHIA,PA,19138,"$48,465.00","$9,999.57","$58,464.57",,"$48,500.00",,"$106,964.57",,,,,,,,,"$106,964.57","$67,230.94",,,,,,,,,,,$500.00,"$67,730.94","$35,755.63","$74,989.26","$106,964.57","$67,230.94",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MD00237&tabIndex=1,S8MD00237,"FADDIS, CHARLES S",S,MD,0,REP,CHALLENGER,,,DAVIDSONVILLE,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX27061&tabIndex=1,H0TX27061,"FARENTHOLD, RANDOLPH BLAKE",H,TX,27,REP,INCUMBENT,5601 OCEAN DRIVE,,CORPUS CHRISTI,TX,784122751,"$70,884.59","$3,971.00","$74,855.59",,"$12,500.00",,"$87,355.59",,,,,$480.00,,,,"$87,835.59","$74,674.25",,,,,,,,,,,,"$74,674.25","$37,444.31","$50,605.65","$87,355.59","$74,194.25",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA25066&tabIndex=1,H8CA25066,"FARRELL-SMITH, KELAN JOHN MR.",H,CA,25,DEM,CHALLENGER,24518 NICKLAUS DR.,UNIT O-12,VALENCIA,CA,91355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY19169&tabIndex=1,H6NY19169,"FASO, JOHN J. MR.",H,NY,19,REP,INCUMBENT,14 SYLVESTER ST.,PO BOX 474,KINDERHOOK,NY,12106,"$100,180.00","$8,932.16","$109,112.16",,"$160,609.17",,"$269,721.33",,,,,"$6,373.04",,,$11.21,"$276,105.58","$95,686.90",,,,,,,,,,,"$14,160.00","$109,846.90","$103,428.99","$269,687.67","$269,721.33","$89,313.86",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA13091&tabIndex=1,H8PA13091,"FAUST, GREGORY",H,PA,13,LIB,CHALLENGER,310 SAW MILL LANE,APT 7B,HORSHAM,PA,19044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0CA00199&tabIndex=1,S0CA00199,"FEINSTEIN, DIANNE",S,CA,0,DEM,INCUMBENT,220 I STREET NE SUITE 250,,WASHINGTON,DC,20002,"$470,915.00","$23,657.00","$494,572.00",,"$161,250.00",,"$655,822.00","$66,910.00",,,,,,,$813.00,"$723,546.00","$42,113.00",,,,,,,"$1,200.00",,,"$1,200.00",,"$43,313.00","$2,424,357.00","$3,104,590.00","$654,622.00","$42,113.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA03113&tabIndex=1,H6GA03113,"FERGUSON, ANDERSON DREW IV",H,GA,3,REP,INCUMBENT,117 HILLCREST ROAD,,WEST POINT,GA,31833,"$69,515.00","$5,680.00","$75,195.00",,"$105,884.53",,"$181,079.53",,,,,$500.00,,,,"$181,579.53","$88,728.25",,,,,,,,,,,"$11,000.00","$99,728.25","$42,122.76","$123,974.04","$181,079.53","$88,228.25",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI01130&tabIndex=1,H4MI01130,"FERGUSON, DANA ALAN",H,MI,1,DEM,,115 S BROWN AVE,,NEGAUNEE,MI,49866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00202&tabIndex=1,S8WA00202,"FERGUSON, JENNIFER MRS",S,WA,0,DEM,CHALLENGER,8805 47TH ST W,,UNIVERSITY PLACE,WA,98466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC05091&tabIndex=1,H8SC05091,"FEW, SHERI LOU MRS.",H,SC,5,REP,OPEN,998 GUION DRIVE,,LUGOFF,SC,29078,"$45,657.47","$6,505.97","$52,163.44",,,,"$52,163.44",,"$8,578.83",,"$8,578.83",,,,,"$60,742.27","$38,940.36",,,,,,,,,,,,"$38,940.36","$16,075.00","$37,876.91","$52,163.44","$38,940.36","$8,578.83",,2017-01-01,2017-04-12
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS02132&tabIndex=1,H8KS02132,"FIELDS, VERNON JAMES",H,KS,2,REP,OPEN,1106 NORTH 155TH STREET SUITE A,,BASEHOR,KS,66007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC01108&tabIndex=1,H8SC01108,"FIENNING, TED",H,SC,1,REP,CHALLENGER,164 MARKET STREET,#200,CHARLESTON,SC,29401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IA01094&tabIndex=1,H8IA01094,"FINKENAUER, ABBY",H,IA,1,DEM,CHALLENGER,P.O. BOX 598,,DUBUQUE,IA,52004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NE00094&tabIndex=1,S2NE00094,"FISCHER, DEBRA S",S,NE,0,REP,INCUMBENT,717 N WOOD STREET,,VALENTINE,NE,69201,"$153,990.00","$18,947.00","$172,937.00",,"$320,500.00",,"$493,437.00",,,,,,,,,"$493,437.00","$112,696.00",,,,,,,"$3,600.00",,"$1,000.00","$4,600.00",,"$117,296.00","$1,018,869.00","$1,395,010.00","$488,837.00","$112,696.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS02140&tabIndex=1,H8KS02140,"FITZGERALD, STEPHEN EDWARD",H,KS,2,REP,OPEN,3100 TONGANOXIE RD,,LEAVENWORTH,KS,66048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM02123&tabIndex=1,H8NM02123,"FITZHERBERT, RONALD JAMES",H,NM,2,DEM,CHALLENGER,1751 W HADLEY AVE.,TRLR 158,LAS CRUCES,NM,88005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA08277&tabIndex=1,H6PA08277,"FITZPATRICK, BRIAN",H,PA,8,REP,INCUMBENT,PO BOX 939,,LANGHORNE,PA,19047,"$130,480.00","$14,060.00","$144,540.00",,"$285,180.00",,"$429,720.00","$10,909.17",,,,$668.96,,,,"$441,298.13","$121,209.56",,,,,,,"$4,600.00",,,"$4,600.00",$200.00,"$126,009.56","$145,769.47","$461,058.04","$425,120.00","$120,540.60","$74,560.72",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2AZ00141&tabIndex=1,S2AZ00141,"FLAKE, JEFF",S,AZ,0,REP,INCUMBENT,4222 E MCLELLAN CIRCLE,,MESA,AZ,852053119,"$731,683.00","$17,112.00","$748,795.00",,"$532,200.00",,"$1,280,995.00","$87,400.00",,,,$572.00,,,$57.00,"$1,369,024.00","$157,572.00",,,,,,,,,,,$850.00,"$158,422.00","$580,214.00","$1,790,817.00","$1,280,995.00","$157,000.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MN05155&tabIndex=1,H8MN05155,"FLANAGAN, PEGGY",H,MN,5,DFL,CHALLENGER,2945 BRUNSWICK AVENUE S,,ST LOUIS PARK,MN,55416,"$9,250.00","$2,854.00","$12,104.00",,,$45.00,"$12,149.00",,,,,,,,,"$12,149.00","$9,043.68",,,,,,,"$2,300.00",,,"$2,300.00",,"$11,343.68",,$805.32,"$9,849.00","$9,043.68",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8RI00128&tabIndex=1,S8RI00128,"FLANDERS, ROBERT MR",S,RI,0,REP,,PO BOX 271,,PROVIDENCE,RI,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN03254&tabIndex=1,H0TN03254,"FLEISCHMANN, CHARLES J",H,TN,3,REP,INCUMBENT,735 BROAD STREET,SUITE 1000,CHATTANOOGA,TN,37402,"$215,450.00",$300.00,"$215,750.00",,"$60,000.00",,"$275,750.00",,,,,,,,,"$275,750.00","$27,241.47",,,,,,,,,,,,"$27,241.47","$549,087.01","$797,595.54","$275,750.00","$27,241.47",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX17104&tabIndex=1,H0TX17104,"FLORES, BILL",H,TX,17,REP,INCUMBENT,PO BOX 6207,,BRYAN,TX,77805,"$47,850.00",$300.00,"$48,150.00",,"$134,907.02",,"$183,057.02",,,,,"$6,273.97",,,,"$189,330.99","$73,868.94",,,"$1,500.00",,,,,,,,$200.00,"$75,568.94","$255,336.37","$369,098.42","$183,057.02","$67,594.97","$29,395.88",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34332&tabIndex=1,H8CA34332,"FLORES, YOLIE",H,CA,34,DEM,CHALLENGER,"3756 WEST AVENUE 40, SUITE K, #477",,LOS ANGELES,CA,90065,"$138,305.00","$23,672.50","$161,977.50",,"$1,000.00",,"$162,977.50",,,,,,,,,"$162,977.50","$213,416.99",,,,,,,,,,,$215.00,"$213,631.99","$72,977.99","$22,323.50","$162,977.50","$213,416.99","$9,506.22",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY19173&tabIndex=1,H8NY19173,"FLYNN, BRIAN",H,NY,19,DEM,CHALLENGER,PO BOX 170,,TANNERSVILLE,NY,12485,"$172,667.00","$1,865.89","$174,532.89",,,"$5,400.00","$179,932.89",,,,,,,,,"$179,932.89","$4,698.96",,,,,,,,,,,,"$4,698.96",,"$175,233.93","$179,932.89","$4,698.96",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA31134&tabIndex=1,H6CA31134,"FLYNN, SEAN MASAKI",H,CA,31,REP,CHALLENGER,305 N. SECOND AVE. #233,,UPLAND,CA,91786,,,,,,,,,,,,,,,,,$165.00,,,,,,,,,,,,$165.00,"$36,585.46","$36,420.46",,$165.00,"$250,131.22",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NE01064&tabIndex=1,H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",H,NE,1,REP,INCUMBENT,6415 RAINIER DR,,LINCOLN,NE,685104128,"$54,800.00","$4,770.00","$59,570.00",,"$29,500.00",,"$89,070.00",,,,,$119.00,,,"$1,869.08","$91,058.08","$54,290.35",,,,,,,,,,,$400.00,"$54,690.35","$1,586,976.29","$1,623,344.02","$89,070.00","$54,171.35",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL14067&tabIndex=1,H8IL14067,"FOSTER, G. WILLIAM (BILL)",H,IL,11,DEM,INCUMBENT,511 AURORA AVENUE,UNIT 510,NAPERVILLE,IL,60540,"$81,033.78","$38,310.02","$119,343.80",,"$52,000.00",,"$171,343.80",,,,,,,,$14.73,"$171,358.53","$145,818.31",,,,,,,$50.00,,,$50.00,"$211,335.00","$357,203.31","$2,287,780.33","$2,101,935.55","$171,293.80","$145,818.31","$1,131,454.72",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ02102&tabIndex=1,H8AZ02102,"FOSTER, WILLIAM ABBOTT PHD",H,AZ,2,DEM,CHALLENGER,2954 N.COMBELL AVE,,TUCSON,AZ,85719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC05146&tabIndex=1,H4NC05146,"FOXX, VIRGINIA ANN",H,NC,5,REP,INCUMBENT,PO BOX 2676,,BOONE,NC,28607,"$124,550.00","$4,091.02","$128,641.02",,"$107,000.00",,"$235,641.02",,,,,,,,,"$235,641.02","$97,134.90",,,,,,,,,,,"$100,000.00","$197,134.90","$2,411,990.03","$2,450,496.15","$235,641.02","$97,134.90",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC05182&tabIndex=1,H8SC05182,"FRANK, ALEXIS",H,SC,5,DEM,OPEN,2119 DUTCHMAN DR,APT 201,ROCK HILL,SC,29732,"$11,200.00","$33,023.00","$44,223.00",,,,"$44,223.00",,,,,,,,,"$44,223.00","$10,047.17",,,,,,,"$2,600.00",,,"$2,600.00",,"$12,647.17",,"$31,575.83","$41,623.00","$10,047.17",,,2017-03-01,2017-04-12
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03154&tabIndex=1,H8UT03154,"FRANK, BENJAMIN JOSEPH MR",H,UT,3,DEM,,7181 SOUTH 2930 EAST,,COTTONWOOD HEIGHTS,UT,84121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL14053&tabIndex=1,H2FL14053,"FRANKEL, LOIS J.",H,FL,21,DEM,INCUMBENT,PO BOX 812421,,BOCA RATON,FL,33481,"$130,176.45","$15,790.58","$145,967.03",,"$60,000.00",,"$205,967.03",,,,,$35.87,,,$42.61,"$206,045.51","$64,571.48",,,,,,,,,,,"$27,000.00","$91,571.48","$812,067.59","$926,541.62","$205,967.03","$64,535.61",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AZ04024&tabIndex=1,H4AZ04024,"FRANKS, TRENT",H,AZ,8,REP,INCUMBENT,6828 W CAMINO DE ORO,,PEORIA,AZ,853833213,"$1,500.00",$250.00,"$1,750.00",,"$23,000.00",,"$24,750.00",,,,,,,,,"$24,750.00","$9,613.74",,,,,,,,,,,,"$9,613.74","$7,449.97","$22,586.23","$24,750.00","$9,613.74","$81,100.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL19058&tabIndex=1,H4FL19058,"FREEMAN, APRIL JUNE",H,FL,17,DEM,CHALLENGER,PO BOX 152198,,CAPE CORAL,FL,33915,$100.00,"$2,050.30","$2,150.30",,,,"$2,150.30",,,,,,,,,"$2,150.30","$2,630.84",,,,,,,,,,,,"$2,630.84","$20,021.00","$19,540.46","$2,150.30","$2,630.84",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ05014&tabIndex=1,H2NJ05014,"FRELINGHUYSEN, RODNEY P.",H,NJ,11,REP,INCUMBENT,PO BOX 712,,MORRISTOWN,NJ,7960,"$177,800.00","$11,616.00","$189,416.00","$1,050.00","$310,245.00",,"$500,711.00",,,,,,,,$5.75,"$500,716.75","$69,322.39",,,,,,,$100.00,,,$100.00,"$112,700.00","$182,122.39","$469,795.96","$788,390.32","$500,611.00","$69,322.39","$90,579.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD06135&tabIndex=1,H8MD06135,"FRICK, C. WILLIAM",H,MD,6,DEM,CHALLENGER,6403 WINSTON DRIVE,,BETHESDA,MD,20817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH11141&tabIndex=1,H8OH11141,"FUDGE, MARCIA L",H,OH,11,DEM,INCUMBENT,26911 EMERY RD,,WARRENSVILLE HEIGH,OH,44122,$500.00,$125.00,$625.00,,"$13,385.25",,"$14,010.25",,,,,$168.45,,,,"$14,178.70","$86,195.29",,,,,,,,,,,,"$86,195.29","$768,522.92","$696,506.33","$14,010.25","$86,026.84",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ05133&tabIndex=1,H6AZ05133,"FUENTES, TALIA",H,AZ,9,DEM,CHALLENGER,1342 WEST 4TH STREET,,TEMPE,AZ,85281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL27031&tabIndex=1,H6FL27031,"FUHRMAN, SCOTT",H,FL,27,DEM,CHALLENGER,PO BOX 430647,,SOUTH MIAMI,FL,33243,$250.00,$430.00,$680.00,,,,$680.00,,,,,,,,,$680.00,"$50,019.30",,,,,,,,,,,,"$50,019.30","$52,991.30","$3,652.00",$680.00,"$50,019.30","$500,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2HI02508&tabIndex=1,H2HI02508,"GABBARD, TULSI",H,HI,2,DEM,INCUMBENT,PO BOX 75561,,KAPOLEI,HI,96707,"$55,631.00","$96,764.20","$152,395.20",,"$15,500.00",,"$167,895.20",,,,,"$1,190.06",,,$433.42,"$169,518.68","$158,065.22",,,,,,,"$1,242.00",,,"$1,242.00","$17,000.00","$176,307.22","$2,047,500.05","$2,040,711.51","$166,653.20","$156,875.16",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL01119&tabIndex=1,H6FL01119,"GAETZ, MATT",H,FL,1,REP,INCUMBENT,"301 BROOKS STREET, S.E.",,FORT WALTON BEACH,FL,32548,"$65,808.15","$1,796.82","$67,604.97",,"$54,250.00",,"$121,854.97",,,,,,,,,"$121,854.97","$31,233.36",,,,,,,,,,,"$20,000.00","$51,233.36","$58,941.03","$129,562.64","$121,854.97","$31,233.36","$75,000.00",,2017-01-01,2017-03-31
